,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste,lat,lon
950,87,Guittard,U.S.A,2006,Madagascar,"Sambirano, Ambanja",65,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,sweet,blueberry,,0,0
951,93,Guittard,U.S.A,2006,Ecuador,"Los Rios, Quevedo",65,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,blackberry,,,0,0
952,93,Guittard,U.S.A,2006,Blend,Tsaranta,61,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,rich cocoa,mild citrus,,0,0
953,15,Guittard,U.S.A,2006,Colombia,Chucuri,65,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,sweet,floral,vanilla,0,0
954,99,Guittard,U.S.A,2006,Blend,Semisweet,61,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,cocoa,fruity,,0,0
955,87,Guittard,U.S.A,2006,Venezuela,Sur del Lago,65,2.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,creamy,vanilla,,0,0
956,147,Guittard,U.S.A,2007,Blend,Quetzalcoatl,72,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,sandy,nutmeg,moss,0,0
957,276,Guittard,U.S.A,2008,Venezuela,Ocumare,65,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,nutty,,,0,0
958,259,Guittard,U.S.A,2008,Peru,Machu Pichu,65,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,vanilla,rich,,0,0
959,276,Guittard,U.S.A,2008,Blend,Special Maker Reserve,64,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,perfume,vanilla,,,0,0
960,387,Guittard,U.S.A,2009,Blend,Complexite,70,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,fruit,nut,raisin,0,0
961,316,Guittard,U.S.A,2009,U.s.a.,"O'ahu Island, N. Shore, Waialua E., Kakoleka",55,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,mild lemon,,,0,0
962,387,Guittard,U.S.A,2009,Blend,Nocturne,91,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bitter,fatty,fruit,,0,0
963,552,Guittard,U.S.A,2010,Trinidad,Trinidad,65,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,mild tobacco,ham,,0,0
964,654,Guittard,U.S.A,2011,Blend,Lever du Soleil,61,3.25,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,creamy,floral,orange,0,0
965,654,Guittard,U.S.A,2011,Blend,Onyx,72,3.25,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,sticky,brownie,,0,0
966,654,Guittard,U.S.A,2011,Blend,Coucher du Soleil,72,2.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dutched?,intense,rich cocoa,,0,0
967,1053,Guittard,U.S.A,2013,Ecuador,Ecuador,65,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,very spicy,roasty,,,0,0
968,1053,Guittard,U.S.A,2013,Jamaica,Jamaica,65,3.25,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,vanilla,cocoa,,0,0
969,1053,Guittard,U.S.A,2013,Haiti,Haiti,65,2.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,sl. Burnt,roasty,,0,0
970,1053,Guittard,U.S.A,2013,Nicaragua,Nicaragua,65,2.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,over roasted,harsh,,0,0
971,1602,Guittard,U.S.A,2015,Blend,"Epique, Blend No. 49",70,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,black licorice,,,0,0
972,1197,Habitual,Canada,2014,Blend,Trinidad & Tobago,70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,intense,cherry,,0,0
973,1197,Habitual,Canada,2014,Dominican republic,Dominican Republic,75,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,berry,cocoa,,0,0
974,1201,Habitual,Canada,2014,U.s.a.,"Hawai'i Island, Sharkey",66,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,muted,mild fruit,sweet,,0,0
975,1201,Habitual,Canada,2014,Blend,Africa meets Latina,70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,nutty,earthy,,0,0
976,1201,Habitual,Canada,2014,Blend,Amazonas,80,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,roasted vegetal,,,0,0
977,1197,Habitual,Canada,2014,Papua new guinea,Papua New Guinea,80,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,cherries,sour,,0,0
978,1197,Habitual,Canada,2014,Blend,Campesino w/ nibs,74,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,XL nibs,sour,cardboard,,0,0
979,1201,Habitual,Canada,2014,Blend,Downtown London,65,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,sweet,long,cocoa,0,0
980,166,Hachez,Germany,2007,Ecuador,Arriba,77,2.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,buttery,floral,burnt,,0,0
981,1327,Hacienda El Castillo,Ecuador,2014,Ecuador,Don Homero- Cerecita Valley,70,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chewy,fatty,sweet,nutty,0,0
982,1327,Hacienda El Castillo,Ecuador,2014,Ecuador,Don Homero- Cerecita Valley,55,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,overyly sweet,banana,yogurt,,0,0
983,1700,Harper Macaw,U.S.A,2015,Brazil,"Tome Acu E., Amazon Rainforest",77,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich chocolate,sweet edge,,,0,0
984,1700,Harper Macaw,U.S.A,2015,Brazil,"Vale do Juliana E., Atlantic Forest",74,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich chocolate,sandy texture,,,0,0
985,1696,Harper Macaw,U.S.A,2015,Brazil,Brazil Blend,67,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,dried fruit,,0,0
986,1808,Harper Macaw,U.S.A,2016,Brazil,"Vale do Juliana, w/ nibs",85,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,powdery,rich,coffee,roasty,0,0
987,2040,Harper Macaw,U.S.A,2018,Brazil,Libiano,75,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,flat,late tart notes,,,0,0
988,2270,Harris & James,U.k.,2019,Vietnam,"Ben Tre, batch 133",70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,brownie,coconut,,0,0
989,2330,Harris & James,U.k.,2019,India,Kerla,70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,cocoa,,0,0
990,2378,Hazel Hill,U.S.A,2019,Dominican republic,Oko Caribe,70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,dirty,dried fruit,,0,0
991,2378,Hazel Hill,U.S.A,2019,Tanzania,Kokoa Kamili,72,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,fatty,fruit,,0,0
992,2382,Hazel Hill,U.S.A,2019,Peru,Maranon,65,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,pungent,chemical,,,0,0
993,1876,Heilemann,Germany,2016,Peru,Peru,64,2.75,3,have_bean,have_not_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,powdery,vanilla,artificial,,0,0
994,2302,Heinde & Verre,Netherlands,2019,Venezuela,"Porcelana, Maracaibo",71,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,sweet,fatty,sandy,0,0
995,2302,Heinde & Verre,Netherlands,2019,Indonesia,"Pulau, Bali",71,2.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rubber,fatty,sandy,grape,0,0
996,2306,Heinde & Verre,Netherlands,2019,Blend,"Dutch Blend, Ven.- Bali- Trinidad",71,2.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,fatty,chemical,,0,0
997,1748,Heirloom Cacao Preservation (Brasstown),U.S.A,2016,Belize,"Maya Mtn, Moho R., Toledo D., 2015",70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,pungent raisin,metallic,,,0,0
998,1748,Heirloom Cacao Preservation (Fruition),U.S.A,2016,Costa rica,"Cota Brus, Terciopelo, 2015",74,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mostly earthy,mild dried fruit,,,0,0
999,1243,Heirloom Cacao Preservation (Guittard),U.S.A,2014,Ecuador,"Los Rios, Hacienda Limon, Orecao, 2014",67,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,butterscotch,,,0,0
1000,1243,Heirloom Cacao Preservation (Guittard),U.S.A,2014,U.s.a.,"O'ahu Island, Maunawili, Agri Research C., 2014",67,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,intense,fades fast,,0,0
1001,1239,Heirloom Cacao Preservation (Guittard),U.S.A,2014,Bolivia,"Alto Beni, Upper Rio Beni, 2014",67,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,full flavor spectrum,,,,0,0
1002,1243,Heirloom Cacao Preservation (Guittard),U.S.A,2014,Bolivia,"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",67,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,woody,earthy,medicinal,,0,0
1003,1744,Heirloom Cacao Preservation (Manoa),U.S.A,2016,U.s.a.,"O'ahu Island, Maunawili, Agri Research C., 2015",72,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,astringent,smoke,cream,,0,0
1004,1744,Heirloom Cacao Preservation (Millcreek),U.S.A,2016,Ecuador,"Los Rios, Hacienda Limon, Orecao, 2015",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,,,,0,0
1005,1748,Heirloom Cacao Preservation (Mindo),U.S.A,2016,Ecuador,"Pinchincha, Mindo, Coop Nueva Esper., 2015",77,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong floral,black licorice,,,0,0
1006,1744,Heirloom Cacao Preservation (Zokoko),U.S.A,2016,Bolivia,"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",72,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dark berry,honey,cream,,0,0
1007,1744,Heirloom Cacao Preservation (Zokoko),U.S.A,2016,Bolivia,"Alto Beni, Upper Rio Beni, 2015",68,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,mild nutty & woody,,,0,0
1008,1462,hello cocoa,U.S.A,2015,Venezuela,Venezuela,74,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,mild fruit,,0,0
1009,1458,hello cocoa,U.S.A,2015,Uganda,Uganda,57,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,too sweet,spicy,candied,,0,0
1010,1550,hexx,U.S.A,2015,Ecuador,Ecuador,73,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,floral,palm,sour,,0,0
1011,1550,hexx,U.S.A,2015,Peru,Peru,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,palm,spicy,flour,,0,0
1012,1546,hexx,U.S.A,2015,Madagascar,Madagascar,74,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,sandy,tart,tangy,palm,0,0
1013,1546,hexx,U.S.A,2015,Venezuela,Venezuela,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,intense,palm,nutty,,0,0
1014,1546,hexx,U.S.A,2015,Tanzania,Tanzania,70,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,intense,palm,earthy,,0,0
1015,2146,hexx,U.S.A,2018,Dominican republic,"Oko Caribe, batch 0719",71,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,fruity,tannic,coconut,,0,0
1016,2150,hexx,U.S.A,2018,Tanzania,"Kokoa Kamili, batch 0214",70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,lemon,late sour & molasses,,,0,0
1017,2150,hexx,U.S.A,2018,Madagascar,"Sambirano Valley, batch 0124",74,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,sour,citrus,molasses,,0,0
1018,2146,hexx,U.S.A,2018,Ecuador,"Camino Verde, batch 0722",73,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,harsh flavor,hay,,,0,0
1019,2150,hexx,U.S.A,2018,Peru,"Maranon, batch 0723",70,2.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,light color,sour,pungent,,0,0
1020,1712,Hogarth,New zealand,2016,Peru,Gran Blanco,66,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild caramel,honey,,,0,0
1021,1712,Hogarth,New zealand,2016,Dominican republic,Conacado,75,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,bitter,coffee,,0,0
1022,1712,Hogarth,New zealand,2016,Madagascar,Akesson's Estate,70,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour,earthy,,,0,0
1023,1712,Hogarth,New zealand,2016,Venezuela,Carenero Superior,72,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,off notes,,,0,0
1024,2450,Hogarth,New zealand,2019,Ecuador,Hacienda Victoria,85,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,butterscotch,burnt cinnamon,,,0,0
1025,2426,Hogarth,New zealand,2019,Venezuela,"Porcelana, Lake Maracaibo",68,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,high acid,sweet,nut,strawberry,0,0
1026,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Manabi,58,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,nutty,sweet,,0,0
1027,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,58,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,intense floral,spciy,,0,0
1028,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,72,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,floral,slight musty,,0,0
1029,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Manabi,80,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,perfume,nutty,,0,0
1030,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,80,2,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,perfume,burning,,,0,0
1031,431,Holy Cacao,Israel,2009,Dominican republic,Hispaniola w/ nibs,75,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,red berry,cocoa,mild coffee,,0,0
1032,431,Holy Cacao,Israel,2009,Peru,San Martin,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,coffee,red berry,tart,,0,0
1033,431,Holy Cacao,Israel,2009,Dominican republic,Hispaniola,70,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,red berry,sour,,0,0
1034,431,Holy Cacao,Israel,2009,Ivory coast,Ivory Coast,70,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,sour,cheesey,off,0,0
1035,1466,Holy Cacao,Israel,2015,Ecuador,"Camino Verde P., Balao, Guayas",70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,roasty,coffee,,0,0
1036,1466,Holy Cacao,Israel,2015,Madagascar,Sambirano,70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,fatty,,,0,0
1037,1466,Holy Cacao,Israel,2015,Trinidad,Gran Couva,70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,nutty,tea,fatty,0,0
1038,1466,Holy Cacao,Israel,2015,Venezuela,Mara,70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,muted,fatty,nutty,,0,0
1039,1872,Holy Cacao,Israel,2016,Peru,Maranon,70,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour,raw,green,,0,0
1040,1327,Honest,South africa,2014,Ecuador,"Ecuador, w/ nibs, batch 140224-1",72,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,true to sugar,green,fatty,,0,0
1041,1030,Hotel Chocolat,U.k.,2013,St. lucia,"Marcial, single Cote, 2012",70,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cardamon,,,,0,0
1042,1654,Hotel Chocolat,U.k.,2015,St. lucia,"Pepiniere, single Cote",70,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smoke,cocoa,fruit,fuel,0,0
1043,2134,Hotel Chocolat,U.k.,2018,Colombia,"Sierra Nevada, Cienaga",75,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,woody,dried fruit,,0,0
1044,2386,Hotel Chocolat,U.k.,2019,Honduras,Copan,72,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour raisin,woody,fatty,,0,0
1045,2386,Hotel Chocolat,U.k.,2019,Tanzania,Kilombero Valley,80,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,mild bitter,banana,,0,0
1046,245,Hotel Chocolat (Coppeneur),U.k.,2008,St. lucia,St. Lucia,72,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grassy,tobacco,intense,,0,0
1047,300,Hotel Chocolat (Coppeneur),U.k.,2008,Sao tome,Uba Budo,72,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fungal,mushroom,mild burn,,0,0
1048,296,Hotel Chocolat (Coppeneur),U.k.,2008,Tanzania,Tanzania,75,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,mild cocoa,,0,0
1049,600,Hotel Chocolat (Coppeneur),U.k.,2010,Venezuela,Chuao,70,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,ashey,woody,bright red,,0,0
1050,623,Hotel Chocolat (Coppeneur),U.k.,2011,St. lucia,"Island Growers, 96hr c.",65,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,cocoa,grassy,,0,0
1051,623,Hotel Chocolat (Coppeneur),U.k.,2011,Ecuador,"Los Rios, H. Iara, 96hr c.",80,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild bitter,floral,,,0,0
1052,623,Hotel Chocolat (Coppeneur),U.k.,2011,St. lucia,"Island Growers, 120hr c.",65,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,woody,nutty,short,,0,0
1053,809,Hotel Chocolat (Coppeneur),U.k.,2012,Madagascar,Sambirano,66,3.5,4,have_bean,have_not_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,red berry,sour,,0,0
1054,1038,Hotel Chocolat (Coppeneur),U.k.,2013,Vietnam,Mekong Delta & Dong Nai,80,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tart,fruity,intense,,0,0
1055,1065,Hotel Chocolat (Coppeneur),U.k.,2013,Ecuador,"Los Rios, H. Iara, 2012",82,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,spicy,sl. Burnt,,0,0
1056,1038,Hotel Chocolat (Coppeneur),U.k.,2013,Trinidad,Trinidad,75,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,vegetal,sour,,0,0
1057,1065,Hotel Chocolat (Coppeneur),U.k.,2013,Ecuador,"Los Rios, H. Iara",90,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,leathery,intense bitter,,0,0
1058,1065,Hotel Chocolat (Coppeneur),U.k.,2013,Madagascar,"Somia Plantation, Akesson, 2012, Rabot",72,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,mild coffee,,,0,0
1059,1113,Hotel Chocolat (Coppeneur),U.k.,2013,Ecuador,"Los Rios, H. Iara, 2012, 120hr c., batch 13092",100,2.5,1,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_not_sweetener_without_sugar,candy,uncontrolled bitterness,,,0,0
1060,1097,Hummingbird,Canada,2013,Venezuela,"Amazonas, batch 14",70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,coffee,rich,,0,0
1061,1097,Hummingbird,Canada,2013,Venezuela,"Ocumare, Cumboto, batch 16",70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,gritty,roasty,,0,0
